game_id,season,week,start_date,home_team,away_team,books,market_total,min_market_total,max_market_total,market_total_range,projected_offensive_total_raw,projected_scoreboard_total,actual_score_total,total_edge,abs_total_edge,direction,actual_total_residual,aligned_total_residual,result,edge_bucket,market_total_bucket,calibration_intercept,calibration_slope,calibration_n,football_lab_total_edge,pace_total_edge,efficiency_total_edge,tendency_total_edge,pace_projected_total,efficiency_projected_total,tendency_projected_total,primary_z,primary_direction,structural_z,structural_z_aligned,tendency_z,tendency_z_aligned,available_confirmations,confirmation_count,confirmation_combination,abs_primary_z
401532393,2023,1,2023-08-31T23:00:00+00:00,Western Michigan,Saint Francis,1,58.0,58.0,58.0,0.0,43.9,52.63922452678781,52.0,-5.360775473212193,5.360775473212193,under,-6.0,6.0,win,5-7.99,55-64.5,22.381232264941374,0.689248115304019,1769,-5.360775473212193,-2.8118324886053756,-5.881649040063763,,55.188167511394624,52.11835095993624,,-0.8237476391436024,-1,-0.6039142882478703,0.6039142882478703,,,1,1,structural_only,0.8237476391436024
401520174,2023,1,2023-08-31T23:30:00+00:00,UConn,NC State,5,47.8,47.5,48.0,0.5,41.2,50.77825461546696,38.0,2.978254615466966,2.978254615466966,over,-9.799999999999997,-9.799999999999997,loss,2-2.99,45-54.5,22.381232264941374,0.689248115304019,1769,2.978254615466966,7.193370063695795,3.1695010669729413,-6.362499999999997,54.99337006369579,50.96950106697294,41.4375,0.45764464871150584,1,0.6707490236264315,0.6707490236264315,-1.2582604166196927,-1.2582604166196927,2,1,structural_only,0.45764464871150584
401520148,2023,1,2023-09-01T00:00:00+00:00,Minnesota,Nebraska,5,44.2,43.0,46.0,3.0,40.0,49.951156877102136,23.0,5.751156877102133,5.751156877102133,over,-21.200000000000003,-21.200000000000003,loss,5-7.99,<45,22.381232264941374,0.689248115304019,1769,5.751156877102133,10.403775168298118,7.408596371667755,-3.700000000000003,54.60377516829812,51.60859637166776,40.5,0.8837344379615752,1,1.1780032805367908,1.1780032805367908,-0.7317192206668555,-0.7317192206668555,2,1,structural_only,0.8837344379615752
401520165,2023,1,2023-09-01T00:00:00+00:00,Missouri,South Dakota,3,44.833333333333336,44.5,45.5,1.0,38.4,48.848359892615704,45.0,4.015026559282369,4.015026559282369,over,0.1666666666666643,0.1666666666666643,win,3-4.99,<45,22.381232264941374,0.689248115304019,1769,4.015026559282369,10.192502971645595,4.530821194465737,,55.02583630497893,49.36415452779907,,0.6169571297724816,1,0.9533383523568488,0.9533383523568488,,,1,1,structural_only,0.6169571297724816
401520176,2023,1,2023-09-01T00:00:00+00:00,Utah,Florida,5,45.5,44.0,48.0,4.0,53.0,58.91138237605438,35.0,13.411382376054377,13.411382376054377,over,-10.5,-10.5,loss,8+,45-54.5,22.381232264941374,0.689248115304019,1769,13.411382376054377,9.168707650864398,14.401618777826613,13.75,54.6687076508644,59.90161877782661,59.25,2.060820234895448,1,1.6176097553017932,1.6176097553017932,2.7192268335592584,2.7192268335592584,2,2,structural+tendency,2.060820234895448
401531337,2023,1,2023-09-01T00:00:00+00:00,Tulsa,Arkansas-Pine Bluff,3,53.333333333333336,52.5,55.0,2.5,48.8,56.016540291777495,49.0,2.68320695844416,2.68320695844416,over,-4.333333333333336,-4.333333333333336,loss,2-2.99,45-54.5,22.381232264941374,0.689248115304019,1769,2.68320695844416,2.471692762440931,-0.18786491942329775,,55.80502609577427,53.14546841391004,,0.4123070269211728,1,0.13648675679014477,0.13648675679014477,,,1,1,structural_only,0.4123070269211728
401531377,2023,1,2023-09-01T00:00:00+00:00,UAB,North Carolina A&T,3,47.833333333333336,46.5,50.5,4.0,46.3,54.293420003517454,41.0,6.460086670184118,6.460086670184118,over,-6.833333333333336,-6.833333333333336,loss,5-7.99,45-54.5,22.381232264941374,0.689248115304019,1769,6.460086670184118,6.47824566341653,8.956499972824481,,54.311578996749866,56.78983330615782,,0.9926700287707769,1,1.053207026374415,1.053207026374415,,,1,1,structural_only,0.9926700287707769
401523987,2023,1,2023-09-01T02:00:00+00:00,Arizona State,Southern Utah,3,57.666666666666664,53.0,60.5,7.5,47.400000000000006,55.05159293035188,45.0,-2.615073736314784,2.615073736314784,under,-12.666666666666664,12.666666666666664,win,2-2.99,55-64.5,22.381232264941374,0.689248115304019,1769,-2.615073736314784,-3.0304252570854047,-1.2192058451667762,5.791666666666671,54.63624140958126,56.44746082149989,63.458333333333336,-0.40183753772939923,-1,-0.2740321347944431,0.2740321347944431,1.1453713026204158,-1.1453713026204158,2,1,structural_only,0.40183753772939923
401532394,2023,1,2023-09-01T22:30:00+00:00,Eastern Michigan,Howard,1,55.5,55.5,55.5,0.0,47.7,55.25836736494308,56.0,-0.24163263505691646,0.24163263505691646,under,0.5,-0.5,loss,<1,55-64.5,22.381232264941374,0.689248115304019,1769,-0.24163263505691646,-0.11703504090653638,-1.7534776685793645,,55.382964959093464,53.746522331420636,,-0.03712976110691586,-1,-0.13618085705069005,0.13618085705069005,,,1,1,structural_only,0.03712976110691586
401520163,2023,1,2023-09-01T23:00:00+00:00,Michigan State,Central Michigan,5,46.9,44.5,50.0,5.5,43.6,52.4324500921966,38.0,5.532450092196605,5.532450092196605,over,-8.899999999999999,-8.899999999999999,loss,5-7.99,45-54.5,22.381232264941374,0.689248115304019,1769,5.532450092196605,8.028437581129516,5.872662819504733,2.9125000000000014,54.928437581129515,52.77266281950473,49.8125,0.8501275095179438,1,0.9204973721133811,0.9204973721133811,0.5759816838357341,0.5759816838357341,2,2,structural+tendency,0.8501275095179438
401525463,2023,1,2023-09-01T23:00:00+00:00,Miami,Miami (OH),4,45.5,45.0,46.5,1.5,41.0,50.640404992406154,41.0,5.140404992406154,5.140404992406154,over,-4.5,-4.5,loss,5-7.99,45-54.5,22.381232264941374,0.689248115304019,1769,5.140404992406154,9.363505098563238,5.964039100367735,-0.875,54.86350509856324,51.464039100367735,44.625,0.7898850638113544,1,1.0084143353443702,1.0084143353443702,-0.17304170759013462,-0.17304170759013462,2,1,structural_only,0.7898850638113544
401525462,2023,1,2023-09-01T23:30:00+00:00,Georgia Tech,Louisville,5,50.2,49.5,51.5,2.0,42.3,51.536427542301375,73.0,1.3364275423013723,1.3364275423013723,over,22.799999999999997,22.799999999999997,win,1-1.99,45-54.5,22.381232264941374,0.689248115304019,1769,1.3364275423013723,4.923235028828344,1.134698383941405,-5.512500000000003,55.12323502882835,51.33469838394141,44.6875,0.20535816848855862,1,0.3829220424798603,0.3829220424798603,-1.0901627578178485,-1.0901627578178485,2,1,structural_only,0.20535816848855862
401525815,2023,1,2023-09-02T00:00:00+00:00,Kansas,Missouri State,1,60.5,60.5,60.5,0.0,52.900000000000006,58.84245756452398,65.0,-1.6575424354760173,1.6575424354760173,under,4.5,-4.5,loss,1-1.99,55-64.5,22.381232264941374,0.689248115304019,1769,-1.6575424354760173,-5.214433764755952,-3.2536700476315943,,55.28556623524405,57.246329952368406,,-0.25470133469058653,-1,-0.5565964725629317,0.5565964725629317,,,1,1,structural_only,0.25470133469058653
401523988,2023,1,2023-09-02T03:00:00+00:00,Hawai'i,Stanford,4,55.625,54.0,58.5,4.5,44.2,52.84599896137901,61.0,-2.77900103862099,2.77900103862099,under,5.375,-5.375,loss,2-2.99,55-64.5,22.381232264941374,0.689248115304019,1769,-2.77900103862099,-1.021224831701879,-1.3078568608161447,-4.6875,54.60377516829812,54.317143139183855,50.9375,-0.4270269396994473,-1,-0.1583689871225954,0.1583689871225954,-0.9270091478042926,0.9270091478042926,2,2,structural+tendency,0.4270269396994473
401520157,2023,1,2023-09-02T16:00:00+00:00,Iowa,Utah State,4,43.375,43.0,43.5,0.5,40.3,50.15793131169333,38.0,6.782931311693332,6.782931311693332,over,-5.375,-5.375,loss,5-7.99,<45,22.381232264941374,0.689248115304019,1769,6.782931311693332,11.878099993960902,6.407609786825432,0.0625,55.2530999939609,49.78260978682543,43.4375,1.042278991612495,1,1.1939865155031706,1.1939865155031706,0.0123601219707239,0.0123601219707239,2,2,structural+tendency,1.042278991612495
