game_id,season,week,kickoff,projected_total,opening_total,closing_total,actual_total,model_vs_open,abs_model_vs_open,model_direction,market_move,aligned_market_move,close_moved_toward_model,close_moved_away_from_model,close_unchanged,open_distance_to_model,close_distance_to_model,distance_improvement_toward_model,open_result_aligned,close_result_aligned,opening_edge_bucket,close_provider_range,open_books,close_books,calibration_n,market_total_residual,active_narrative_tags,narrative_tag_count,home_narrative_tags,away_narrative_tags,narrative_adjustment,narrative_tags_used,narrative_relation_to_fl,original_closing_result,adjusted_projected_total,adjusted_edge_vs_close,adjusted_direction,adjusted_aligned_residual,adjusted_closing_result,direction_changed_by_narrative,absolute_projection_error_original,absolute_projection_error_adjusted
401403853,2022,1,2022-08-28T02:30:00+00:00,55.74857351539708,55.0,54.5,73.0,0.7485735153970765,0.7485735153970765,over,-0.5,-0.5,False,True,False,0.7485735153970765,1.2485735153970765,-0.5,18.0,18.5,<1,0.0,1,4,877,18.5,upset_win|market_skepticism|market_lag|lookahead_candidate|sandwich_candidate|disputed_team,6,upset_win|market_skepticism|market_lag|lookahead_candidate|sandwich_candidate|disputed_team,market_lag|disputed_team,,,missing_or_neutral,win,55.74857351539708,1.2485735153970765,over,18.5,win,False,17.251426484602923,17.251426484602923
401403864,2022,1,2022-09-01T23:00:00+00:00,54.99345897937616,68.0,66.375,69.0,-13.006541020623843,13.006541020623843,under,-1.625,1.625,True,False,False,13.006541020623843,11.381541020623843,1.625,-1.0,-2.625,8+,0.5,1,4,877,2.625,bad_loss|upset_loss|bounceback_candidate|market_darling|market_chase|market_lag|lookahead_candidate|sandwich_candidate|disputed_team,9,bad_loss|upset_loss|bounceback_candidate|market_darling|market_chase|lookahead_candidate|sandwich_candidate|disputed_team,bad_loss|bounceback_candidate|market_lag|disputed_team,,,missing_or_neutral,loss,54.99345897937616,-11.381541020623843,under,-2.625,loss,False,14.006541020623843,14.006541020623843
401411092,2022,1,2022-09-01T23:00:00+00:00,55.91038377311585,55.0,50.5,69.0,0.9103837731158535,0.9103837731158535,over,-4.5,-4.5,False,True,False,0.9103837731158535,5.4103837731158535,-4.5,14.0,18.5,<1,1.0,1,4,877,18.5,market_darling|market_chase|lookahead_candidate,3,market_darling|market_chase|lookahead_candidate,market_darling,,,missing_or_neutral,win,55.91038377311585,5.4103837731158535,over,18.5,win,False,13.089616226884146,13.089616226884146
401415610,2022,1,2022-09-01T23:00:00+00:00,54.454091453646924,57.0,58.0,66.0,-2.5459085463530755,2.5459085463530755,under,1.0,-1.0,False,True,False,2.5459085463530755,3.5459085463530755,-1.0,-9.0,-8.0,2-2.99,1.0,1,3,877,8.0,statement_win|upset_win|letdown_candidate|market_darling|market_chase,5,statement_win|upset_win|letdown_candidate|market_darling|market_chase,,,,missing_or_neutral,loss,54.454091453646924,-3.5459085463530755,under,-8.0,loss,False,11.545908546353076,11.545908546353076
401416569,2022,1,2022-09-01T23:00:00+00:00,55.85644702054293,59.5,57.875,102.0,-3.64355297945707,3.64355297945707,under,-1.625,1.625,True,False,False,3.64355297945707,2.01855297945707,1.625,-42.5,-44.125,3-4.99,0.5,1,4,877,44.125,upset_win|market_darling|market_chase|lookahead_candidate|sandwich_candidate|disputed_team,6,market_darling|market_chase|lookahead_candidate|sandwich_candidate|disputed_team,upset_win|disputed_team,,,missing_or_neutral,loss,55.85644702054293,-2.01855297945707,under,-44.125,loss,False,46.14355297945707,46.14355297945707
401426533,2022,1,2022-09-01T23:00:00+00:00,52.350558103302916,54.0,58.5,75.0,-1.649441896697084,1.649441896697084,under,4.5,-4.5,False,True,False,1.649441896697084,6.149441896697084,-4.5,-21.0,-16.5,1-1.99,0.0,1,3,877,16.5,market_lag|lookahead_candidate,2,market_lag,lookahead_candidate,,,missing_or_neutral,loss,52.350558103302916,-6.149441896697084,under,-16.5,loss,False,22.649441896697084,22.649441896697084
401441990,2022,1,2022-09-01T23:00:00+00:00,49.761593979802605,55.5,56.666666666666664,37.0,-5.738406020197395,5.738406020197395,under,1.1666666666666643,-1.1666666666666643,False,True,False,5.738406020197395,6.9050726868640595,-1.1666666666666643,18.5,19.666666666666664,5-7.99,2.0,1,3,877,-19.666666666666664,bad_loss|upset_loss|bounceback_candidate|market_chase,4,bad_loss|upset_loss|bounceback_candidate|market_chase,,,,missing_or_neutral,win,49.761593979802605,-6.9050726868640595,under,19.666666666666664,win,False,12.761593979802605,12.761593979802605
401411093,2022,1,2022-09-01T23:30:00+00:00,52.0808743404383,67.5,66.5,54.0,-15.4191256595617,15.4191256595617,under,-1.0,1.0,True,False,False,15.4191256595617,14.4191256595617,1.0,13.5,12.5,8+,0.0,1,3,877,-12.5,bad_loss|bounceback_candidate|market_darling|market_chase,4,market_darling|market_chase,bad_loss|bounceback_candidate,,,missing_or_neutral,win,52.0808743404383,-14.4191256595617,under,12.5,win,False,1.9191256595617006,1.9191256595617006
401405064,2022,1,2022-09-02T00:00:00+00:00,55.101332484522,55.0,53.375,66.0,0.10133248452199695,0.10133248452199695,over,-1.625,-1.625,False,True,False,0.10133248452199695,1.726332484521997,-1.625,11.0,12.625,<1,0.5,1,4,877,12.625,upset_win|bad_loss|bounceback_candidate|market_darling|market_chase,5,upset_win|market_chase,bad_loss|bounceback_candidate|market_darling|market_chase,,,missing_or_neutral,win,55.101332484522,1.726332484521997,over,12.625,win,False,10.898667515478003,10.898667515478003
401416592,2022,1,2022-09-02T00:00:00+00:00,54.454091453646924,54.0,55.5,61.0,0.4540914536469245,0.4540914536469245,over,1.5,1.5,True,False,False,0.4540914536469245,1.0459085463530755,-0.591817092706151,7.0,5.5,<1,0.0,1,3,877,5.5,bad_loss|bounceback_candidate,2,,bad_loss|bounceback_candidate,,,missing_or_neutral,win,54.454091453646924,-1.0459085463530755,under,-5.5,loss,True,6.5459085463530755,6.5459085463530755
401426537,2022,1,2022-09-02T00:00:00+00:00,56.50368805141801,58.5,62.5,76.0,-1.9963119485819902,1.9963119485819902,under,4.0,-4.0,False,True,False,1.9963119485819902,5.99631194858199,-4.0,-17.5,-13.5,1-1.99,0.0,1,4,877,13.5,upset_loss|bounceback_candidate|market_darling|market_lag|lookahead_candidate|sandwich_candidate|disputed_team,7,market_darling|lookahead_candidate|sandwich_candidate|disputed_team,upset_loss|bounceback_candidate|market_lag|disputed_team,,,missing_or_neutral,loss,56.50368805141801,-5.99631194858199,under,-13.5,loss,False,19.49631194858199,19.49631194858199
401405060,2022,1,2022-09-02T01:00:00+00:00,53.26748289704261,57.5,52.375,38.0,-4.232517102957388,4.232517102957388,under,-5.125,5.125,True,False,False,4.232517102957388,0.892482897042612,3.340034205914776,19.5,14.375,3-4.99,0.5,1,4,877,-14.375,market_skepticism|market_chase|market_lag|disputed_team,4,market_chase|disputed_team,market_skepticism|market_lag|disputed_team,,,missing_or_neutral,win,53.26748289704261,0.892482897042612,over,-14.375,loss,True,15.267482897042612,15.267482897042612
401403965,2022,1,2022-09-02T02:00:00+00:00,50.4627717632506,52.0,52.333333333333336,43.0,-1.5372282367493995,1.5372282367493995,under,0.3333333333333357,-0.3333333333333357,False,True,False,1.5372282367493995,1.8705615700827352,-0.3333333333333357,9.0,9.333333333333336,1-1.99,0.5,1,3,877,-9.333333333333336,upset_win|market_darling|market_chase,3,market_darling|market_chase,upset_win,,,missing_or_neutral,win,50.4627717632506,-1.8705615700827352,under,9.333333333333336,win,False,7.4627717632506005,7.4627717632506005
401413224,2022,1,2022-09-02T02:30:00+00:00,54.83164872165739,59.5,63.0,42.0,-4.668351278342612,4.668351278342612,under,3.5,-3.5,False,True,False,4.668351278342612,8.168351278342612,-3.5,17.5,21.0,3-4.99,0.0,1,3,877,-21.0,bad_loss|bounceback_candidate|market_darling|market_chase,4,market_darling|market_chase,bad_loss|bounceback_candidate,,,missing_or_neutral,win,54.83164872165739,-8.168351278342612,under,21.0,win,False,12.831648721657388,12.831648721657388
